d15_245fs_147_150	d15_415fs_181_184	d15_815fs_261_264
-0,51328242	-0,87902683	-0,69615459
-0,62599552	-0,92586792	-0,92244542
0,34279984	-0,76436728	-0,76436728
1,1213173	-0,59684384	-0,59684384
0,67768931	-0,41791412	-0,41791412
0,043463022	-0,24265538	-0,2316377
-0,32531101	-0,32531101	0,21316977
-0,54896569	-0,54896569	0,79931295
-0,43531471	-0,69877392	1,0166782
0,35013351	-0,70150626	0,49956188
1,0306697	-0,66499019	0,050640464
0,78027159	-0,36297059	0,26870841
0,33890897	-0,0065490454	0,62205464
0,1218202	0,27143925	0,45190036
0,076810241	0,48924804	-0,11992097
0,021600582	0,57455897	-0,57882792
-0,064953178	0,25271481	-0,69075984
-0,1473698	-0,080662847	-0,77201146
-0,12064666	-0,12064664	-0,74412948
-0,054410934	-0,054410905	-0,67673707
-0,12917095	-0,12917095	-0,55300623
-0,42585871	-0,42585871	-0,3405984
-0,69576263	-0,66897017	-0,17871279
-0,75673836	-0,51337534	-0,38236475
-0,7765013	-0,28001395	-0,65719867
-0,2639538	-0,048305273	-0,79703856
0,721367	0,18193537	-0,81698322
1,387171	0,35446578	-0,8073712
0,69069296	0,28094524	-0,67174155
-0,14940959	0,1807144	-0,52069008
-0,29606241	0,15614365	-0,29606241
-0,027365476	0,17689016	-0,027365476
0,10960457	0,17853226	0,10960458
-0,16763404	0,12010121	-0,16763404
-0,46204901	0,065260768	-0,46204901
-0,33736289	0,2669366	-0,33736289
-0,011388332	0,59181356	-0,011388324
0,28182644	0,7600596	0,15795323
0,4857828	0,50154459	-0,099472128
0,66600484	0,22385179	-0,3760758
0,33663219	0,081628919	-0,51721501
-0,22190823	0,00032755733	-0,59743518
-0,58738595	-0,070430189	-0,54653561
-0,42113492	-0,11215001	-0,1345095
-0,22796808	-0,15591851	0,28551573
-0,16415124	-0,32692304	0,26654685
-0,16385661	-0,56041169	0,03199327
-0,20183104	-0,67729992	-0,034569144
-0,36444187	-0,41443652	0,44599283
-0,53502876	-0,12422174	0,96146929
-0,57629043	0,011885196	0,90154129
-0,5361436	0,050983131	0,4794032
-0,51187378	0,037101083	0,11661923
-0,56011826	-0,21875283	0,024919182
-0,61731184	-0,50446534	-0,033319741
-0,61584151	-0,50172991	-0,14699358
-0,5571472	-0,21762589	-0,31474206
-0,47967666	0,023162872	-0,40162212
-0,25054747	-0,085915372	0,1646881
0,011707425	-0,27141172	0,87366903
0,096154802	-0,31944221	1,1678486
-0,13797629	-0,12117403	0,71882629
-0,35620368	0,072330482	0,25827926
-0,049746498	0,037758976	-0,12466367
0,47826549	-0,093120545	-0,47483715
0,78769213	-0,18349959	-0,74103338
0,28466311	-0,12334341	-0,69509655
-0,29488647	-0,049008138	-0,61975598
-0,44567823	0,015578687	-0,33718204
-0,17439809	0,070569016	0,14939356
0,058031149	0,11570514	0,58252019
-0,13112131	0,053912222	0,4356555
-0,43544191	-0,037091732	0,13034827
-0,64228922	-0,085964054	-0,022900641
-0,5841065	-0,02028048	0,23729791
-0,51125687	0,051241025	0,52017343
-0,52789021	-0,082816213	0,59585369
-0,61617577	-0,38148803	0,50562501
-0,67859328	-0,65407676	0,39525735
-0,48320597	-0,66671699	0,084188581
-0,221526	-0,61251342	-0,27848893
-0,09099333	-0,58838826	-0,51928782
-0,34214365	-0,65180063	-0,40537727
-0,6176697	-0,72080368	-0,26881394
-0,61795431	-0,61795431	-0,063783675
-0,34367689	-0,34367689	0,20954445
-0,083800659	-0,075327933	0,47694445
-0,065980181	0,093378991	0,6447075
-0,13464856	0,22648245	0,77686894
-0,1035603	0,29857212	0,88008189
0,39123148	0,087047875	0,84873164
0,9444893	-0,16023615	0,80041468
1,0840521	-0,27125674	0,61434782
0,45442635	-0,12892112	0,17216052
-0,189372	0,017636098	-0,27397934
-0,29298976	-0,091299906	-0,40704823
8,5830688e-06	-0,38782638	-0,31025138
0,25816238	-0,6592207	-0,22830701
0,026791871	-0,57753223	-0,3550196
-0,36252013	-0,38192421	-0,54905391
-0,68171996	-0,20313533	-0,6733802
-0,64750409	-0,10912561	-0,44632775
-0,56433237	-0,026859879	-0,17060164
-0,40474796	0,022515938	0,016803935
-0,062759429	-0,0066193789	-0,0066193789
0,28710344	-0,039143741	-0,039143756
0,38304663	-0,064112037	0,022232324
0,17773965	-0,080115408	0,19501239
-0,025873192	-0,095779993	0,36452079
-0,091494322	-0,091494322	0,31956038
-0,07539396	-0,07539396	0,14758636
-0,048579633	-0,066909477	-0,022707999
0,13334435	-0,16868812	-0,16868813
0,36621377	-0,30668208	-0,30668205
0,52113748	-0,43963611	-0,43963611
0,15527576	-0,53891587	-0,53891587
-0,30688113	-0,63196886	-0,63196886
-0,67426205	-0,70101643	-0,63124162
-0,67794371	-0,67794371	-0,2706362
-0,64579582	-0,64579582	0,12542242
-0,53690249	-0,58778954	0,34233308
-0,24133536	-0,46688643	0,12348633
0,062627368	-0,34315446	-0,11495809
0,23991764	-0,21002139	-0,27451196
0,21194488	-0,061654329	-0,30622947
0,18114029	0,086922824	-0,33618337
0,045079082	0,21304828	-0,051331371
-0,20720854	0,31438205	0,58113575
-0,45911568	0,41462541	1,2115853
-0,59392548	0,2357704	1,2636665
-0,6377207	-0,16001692	0,86620468
-0,67970115	-0,55039775	0,47414941
-0,61099917	-0,61099917	0,41188186
-0,47697625	-0,47697625	0,54424345
-0,34671813	-0,34671813	0,66554707
-0,33418262	-0,33418262	0,44107467
-0,37756673	-0,37756673	0,052354813
-0,41857451	-0,40750134	-0,3172189
-0,40917644	-0,15214083	-0,28065863
-0,37950909	0,21794301	-0,080783039
-0,35709864	0,55929953	0,097556204
-0,4565174	0,41838253	-0,085655943
-0,59943765	0,10526027	-0,39796725
-0,71775115	-0,18313809	-0,68555498
-0,471809	-0,10554726	-0,60715806
-0,1046637	0,093823522	-0,40698272
0,2321752	0,2796202	-0,21207619
0,13667873	0,2717739	-0,092333376
-0,099584028	0,20087837	0,0029364526
-0,32654884	0,13136029	0,091662951
-0,41435778	0,082455456	0,082455456
-0,45556819	0,040453315	0,040453315
-0,49562407	-0,0003940165	-0,0070324913
-0,51581514	-0,02137211	-0,14888471
-0,52881831	-0,035160646	-0,32488352
-0,5351488	-0,052223176	-0,48916349
-0,39343116	-0,14193282	-0,39343116
-0,19090775	-0,26147956	-0,19090775
0,0069053471	-0,37640479	0,0038247406
0,044638664	-0,33426207	-0,06621933
0,0039026067	-0,2151269	-0,2660538
-0,036148787	-0,096657246	-0,46252289
-0,026512995	-0,026512995	-0,41469789
0,013797618	0,013797589	-0,21605691
0,05378662	0,053786606	-0,017921925
-0,056976929	-0,056976929	-0,056976914
-0,29280514	-0,29280514	-0,29280514
-0,52863336	-0,52863336	-0,52863342
-0,5932498	-0,52330089	-0,66319865
-0,45129186	-0,22699794	-0,67558575
-0,3088893	0,069931448	-0,68771005
-0,094909996	0,22187625	-0,62746429
0,24793328	0,11279568	-0,43692639
0,59338695	-0,0015726984	-0,24374914
0,80578274	0,021992266	-0,14459547
0,64876086	0,42851186	-0,30648553
0,47008502	0,8574782	-0,48367709
0,28404614	1,1556683	-0,59504902
0,064256907	0,85446316	-0,40474874
-0,15971628	0,47895133	-0,1770502
-0,35409304	0,12058192	0,016475037
-0,29020795	-0,088199794	-0,088199802
-0,16627899	-0,26220351	-0,26220348
-0,045179263	-0,42206889	-0,4304904
0,0084940717	-0,24496189	-0,46252045
0,033556759	0,075130343	-0,4367336
0,058386356	0,3946135	-0,41080934
-0,017198868	0,45164642	-0,3256416
-0,17541401	0,29271305	-0,1917235
-0,33362913	0,13377964	-0,057805359
-0,40097538	-0,037498392	0,010627508
-0,30816358	-0,2305344	-0,036358893
-0,21233109	-0,42398056	-0,085521936
-0,12569129	-0,56990427	-0,11551952
-0,073563144	-0,5374127	-0,073563144
-0,024732351	-0,48787534	-0,024732351
0,0096876398	-0,4420388	0,0096876398
-0,096306138	-0,43226257	-0,096306138
-0,23781283	-0,43160653	-0,23781283
-0,37634322	-0,42930475	-0,37634319
-0,31832176	-0,31832176	-0,31832176
-0,14183417	-0,14183417	-0,14183417
0,03465347	0,03465347	0,034653485
0,06103868	0,06103868	0,11334077
-0,15704447	-0,15704447	0,032742858
-0,37856984	-0,37856984	-0,050097778
-0,53880769	-0,53880775	-0,14218818
-0,4317795	-0,4317795	-0,27461541
-0,29358697	-0,29358697	-0,41174632
-0,1540883	-0,15952455	-0,53653544
0,0083694458	-0,098057538	-0,44438645
