s_300	s_0	energy_e10e20
-2,118147537112236e-07	-2,118147537112236e-07	4,672430127356705
1,133796899921435e-11	1,133796899921435e-11	4,642621969126774
-1,222982630133629e-07	-1,222982630133629e-07	4,613098149342133
-9,776927530765534e-07	9,847436547279358e-06	4,58385506307965
-9,832469373941423e-07	-9,832469373941423e-07	4,55488916236597
-2,447883039712906e-07	-2,447883039712906e-07	4,526196955101304
-8,709737658500673e-07	-8,709737658500673e-07	4,497775004006868
-1,17351096123457e-07	-1,17351096123457e-07	4,469619925595374
1,134923934936524e-05	4,006741437478922e-10	4,441728389164026
-7,332346285693348e-09	-7,332346285693348e-09	4,414097115809413
-3,771591000258923e-09	-3,771591000258923e-09	4,386722877463813
6,678355857729912e-09	6,678355857729912e-09	4,359602495952331
1,05389766395092e-08	1,05389766395092e-08	4,332732842070386
-2,646213956177235e-07	-2,646213956177235e-07	4,306110834681026
-1,891636103391648e-06	-1,891636103391648e-06	4,27973343983161
-5,452461913228036e-07	-5,452461913228036e-07	4,253597669889359
-1,927263587713242e-06	-1,927263587713242e-06	4,227700582695336
-2,698668092489243e-07	-2,698668092489243e-07	4,202039280736387
-5,230846256017686e-07	-5,230846256017686e-07	4,176610910334639
-3,851206600666046e-06	8,708675503730775e-06	4,151412660854091
-1,530401408672333e-06	-1,530401408672333e-06	4,126441763923924
-1,441163383424282e-07	-1,441163383424282e-07	4,10169549267811
5,228767986409367e-09	5,228767986409367e-09	4,077171161010927
1,15006510168314e-08	1,15006510168314e-08	4,05286612284802
8,577670669183137e-09	8,577670669183137e-09	4,028777771432607
-7,00376185704954e-10	-7,00376185704954e-10	4,004903538626508
-5,447709700092673e-09	-5,447709700092673e-09	3,981240894225622
-8,966351742856205e-10	-8,966351742856205e-10	3,957787345289508
-2,069574221968651e-07	-2,069574221968651e-07	3,934540435484765
-1,480610817670822e-06	-1,480610817670822e-06	3,911497744441862
-3,646364808082581e-07	-3,646364808082581e-07	3,88865688712511
-1,098116263747215e-06	-1,098116263747215e-06	3,866015513215481
-1,483509317040444e-07	-1,483509317040444e-07	3,843571306505964
1,439114101231098e-08	1,439114101231098e-08	3,82132198430917
1,080858753994107e-08	1,080858753994107e-08	3,799265296876908
-4,608567978721113e-09	-4,608567978721113e-09	3,777399026831448
-1,551245921291411e-08	-1,551245921291411e-08	3,755720988608212
-7,239316473715008e-09	-7,239316473715008e-09	3,734229027909628
8,865399868227541e-09	8,865399868227541e-09	3,712921021169885
-1,561727095395327e-07	-1,561727095395327e-07	3,691794875030353
-1,354776918888092e-06	-1,354776918888092e-06	3,670848525825422
-1,606904566287994e-06	-1,606904566287994e-06	3,650079939078512
-2,315123826265335e-06	-2,315123826265335e-06	3,629487109008048
1,768715858459473e-05	-3,591881096363068e-06	3,609068058043153
-4,71530519425869e-07	-4,71530519425869e-07	3,588820836348854
2,736202732194215e-09	2,736202732194215e-09	3,565419121969847
-1,373991719447077e-08	-1,373991719447077e-08	3,53894733838667
-5,194314289838076e-09	-5,194314289838076e-09	3,512769277699434
-3,008106723427773e-07	-3,008106723427773e-07	3,486880610507256
-1,874503493309021e-06	-1,874503493309021e-06	3,461277086884222
-5,36789931356907e-07	-5,36789931356907e-07	3,435954534635082
1,604270696640015e-05	-1,327329427003861e-06	3,410908857595448
-2,179579436779022e-07	-2,179579436779022e-07	3,386136033975199
7,863948121666909e-09	7,863948121666909e-09	3,36163211474384
-2,245200239121914e-07	-2,245200239121914e-07	3,337393222056617
-1,54572531580925e-06	1,166500449180603e-05	3,313415547720202
-1,409051418304443e-06	-1,409051418304443e-06	3,289695351696825
-1,185647621750832e-06	1,735120177268982e-05	3,26622896064575
-3,995045647025108e-07	1,833675503730774e-05	3,243012766501041
-1,674550473690033e-06	1,211493730545044e-05	3,220043225084579
-1,705487221479416e-06	-1,705487221479416e-06	3,197316854753346
-2,59799100458622e-07	-2,59799100458622e-07	3,174830235079997
-2,466789819300175e-07	1,39877986907959e-05	3,152580005565812
-1,487819999456406e-06	-1,487819999456406e-06	3,130562864385094
-5,013351514935494e-07	-5,013351514935494e-07	3,108775567160153
2,758821249008179e-05	1,83826470375061e-05	3,087214925766039
-2,171100527048111e-06	-2,171100527048111e-06	3,065877807164169
-2,51709133386612e-06	-2,51709133386612e-06	3,044761132264089
-3,667770698666573e-07	1,478619456291199e-05	3,02386187481257
-2,104620635509491e-07	-2,104620635509491e-07	3,003177060309303
-1,470798850059509e-06	1,399689197540283e-05	2,982703764948471
-1,859576404094696e-06	-1,859576404094696e-06	2,962439114585484
1,185403108596802e-05	-7,913982868194581e-07	2,939892013320783
-3,308103382587433e-06	-3,308103382587433e-06	2,915135032353108
-5,271551758050919e-07	-5,271551758050919e-07	2,890689459877605
-2,173391729593277e-07	-2,173391729593277e-07	2,866550094918895
-1,623542159795761e-06	-1,623542159795761e-06	2,842711844629944
-1,649345755577087e-06	-1,649345755577087e-06	2,819169721605652
-5,486148968338967e-07	-5,486148968338967e-07	2,795918841273976
-2,117676883935928e-06	-2,117676883935928e-06	2,772954419362062
-7,525140792131424e-07	-7,525140792131424e-07	2,750271769434911
-2,822147309780121e-06	3,603682041168213e-05	2,727866300504235
-1,920374631881714e-06	-1,920374631881714e-06	2,70573351470521
-4,104060307145119e-07	1,949879884719849e-05	2,683869005038936
-1,298226416110992e-06	-1,298226416110992e-06	2,662268453178497
-1,480314582586289e-06	-1,480314582586289e-06	2,640927627336564
-1,838148087263107e-06	-1,838148087263107e-06	2,619842380192594
-3,675991296768189e-06	1,15371561050415e-05	2,59900864687772
-2,283392697572708e-06	-2,283392697572708e-06	2,578422443015502
-1,70982301235199e-06	1,968578934669495e-05	2,558079862816779
-2,659778594970703e-06	-2,659778594970703e-06	2,535984162672333
-3,055262267589569e-06	2,860544443130493e-05	2,512200024115904
-2,98109918832779e-06	-2,98109918832779e-06	2,488748918937187
-3,340185582637787e-06	-3,340185582637787e-06	2,465624658364171
-1,771910190582275e-06	-1,771910190582275e-06	2,442821196717801
-2,804831266403199e-06	-2,804831266403199e-06	2,420332627460037
1,637168049812317e-05	1,103229403495789e-05	2,398153179368677
-1,069037318229675e-06	-1,069037318229675e-06	2,376277212834302
-3,64762544631958e-06	3,673006296157837e-05	2,354699216274911
-3,397962450981141e-06	-3,397962450981141e-06	2,333413802663994
-3,257201611995697e-06	-3,257201611995697e-06	2,312415706167952
-9,023873209953309e-06	-9,023873209953309e-06	2,291699778888957
-3,419833779335022e-06	5,472163677215576e-05	2,271260987709479
-5,450881123542786e-06	-5,450881123542786e-06	2,251094411234877
-5,65374493598938e-06	-5,65374493598938e-06	2,229552840854146
-7,87601113319397e-06	3,379276514053345e-05	2,206694008510496
7,023537755012513e-06	7,023537755012513e-06	2,1841849287305
-1,032090783119202e-05	3,264606714248658e-05	2,162018502514801
-1,223940178751946e-06	8,234322547912598e-05	2,140187810067003
-6,92522168159485e-06	6,689455509185791e-05	2,118686105392515
3,032633066177369e-05	0,0004535881805419922	2,097506811086357
-3,848907351493836e-06	0,000486458740234375	2,076643513302421
1,247637942433357e-06	0,0007112181091308594	2,05608995689701
-3,988395035266877e-06	0,000722452392578125	2,035840040739773
-2,603623628616333e-05	0,0009522861480712892	2,014477608522294
-1,911489516496659e-06	0,001304321136474609	1,99205559960753
-2,288876056671143e-05	0,001294578399658203	1,970005868885353
-1,830714702606201e-05	0,001601312255859375	1,948320220346278
3,33264970779419e-05	0,001652112884521485	1,926990682298508
-6,445564270019532e-05	0,001957197723388672	1,906009500040784
7,312469482421875e-05	0,002314792175292969	1,885369128812951
2,214250326156616e-05	0,00245088119506836	1,865062227012267
0,0001480801391601562	0,002496325073242188	1,843847068571612
5,124184131622315e-05	0,003289688720703125	1,821772413738521
-3,128495931625367e-05	0,003579236145019532	1,800091818801538
-4,438829898834229e-05	0,003610462646484375	1,778795959965935
7,509133815765382e-05	0,004484373779296875	1,757875787576597
2,251212358474732e-05	0,005553392333984376	1,737322516502208
-3,480697870254517e-05	0,006538262939453126	1,716019435279369
2,566616535186768e-06	0,007828737182617188	1,694012134763319
8,671621322631837e-05	0,01035504760742188	1,672425489822469
3,113481998443604e-06	0,011043984375	1,651248847579222
1,200871348381043e-05	0,01272214599609375	1,630471890257446
8,69630241394043e-05	0,01369923828125	1,610084622612237
6,080097675323487e-05	0,0156555712890625	1,589090040933244
0,0001197616672515869	0,01466933471679688	1,567529771088286
4,083290100097657e-06	0,01635464477539062	1,546405329001355
-4,230286598205567e-05	0,01559135498046875	1,525705046635729
0,0001526136589050293	0,01477527221679688	1,505417643831324
-3,51519775390625e-05	0,01308595092773438	1,48464080454587
0,0001106588649749756	0,011945830078125	1,463412698424656
0,0001387907886505127	0,01057637939453125	1,442636654847223
0,0001030476188659668	0,00942166259765625	1,422299928439745
5,257462024688721e-05	0,009204237670898438	1,401572738018386
5,446779251098633e-05	0,0087835546875	1,380490361324129
-6,870250701904297e-05	0,008552446899414064	1,359880113598966
9,794293045997621e-06	0,008225388793945312	1,338964841559577
0,000107302417755127	0,008809769287109376	1,317777493412496
7,590259075164795e-05	0,007699298706054688	1,29708909033287
-0,000160545825958252	0,008143252563476562	1,276174116361038
6,05419397354126e-05	0,008219714355468751	1,255062883630884
5,174755573272705e-05	0,008626381225585938	1,234471205386349
-1,261051297187805e-05	0,008282384643554689	1,213723791707472
4,915555477142335e-05	0,009398671875	1,192848135429562
-3,058504104614258e-05	0,008460237426757814	1,172506468709471
9,328679084777832e-05	0,009597398071289063	1,152071976633772
0,0002776166152954102	0,009751510620117188	1,131569257712853
-0,0001138100719451904	0,01015704772949219	1,111032611960751
0,0001773641204833985	0,009302993774414063	1,090484360552237
8,322004318237305e-05	0,01153631591796875	1,069956292017925
0,0002854268836975098	0,01121761596679688	1,04946834216125
0,0002977906799316406	0,01269174438476563	1,029049652826111
7,529172897338867e-05	0,01199456909179688	1,008717727127375
-8,190643310546875e-05	0,0137210302734375	0,9884989912116056
0,0003342758560180664	0,01558529296875	0,9679401258623289
0,0001878631210327149	0,01463628662109375	0,9475575639704321
0,0008266129302978517	0,0156009521484375	0,9273729069461206
0,0009242936706542969	0,01799849609375	0,9069720063084693
0,0007030609130859375	0,01759841918945313	0,8864114576601179
0,0008215574645996094	0,01883472778320313	0,8657454087684289
0,001142116546630859	0,01914968017578125	0,8450253797339505
0,001722891998291016	0,02270624267578125	0,8243001206277043
0,00145274642944336	0,02385647216796875	0,80361550492447
0,002359873504638672	0,0225708447265625	0,7830144566849381
0,003533026733398438	0,02360459716796875	0,7625369091464715
0,003194262390136719	0,02513891845703125	0,7422197921667028
0,004286725463867188	0,02847458984375	0,7220970458212274
0,005832977294921876	0,03180398681640625	0,7019109833294537
0,008500663452148439	0,031577412109375	0,6817223352672724
0,009419954833984376	0,03344434814453125	0,6615956842512437
0,01374648315429688	0,03454709228515625	0,6413308260731256
0,02389351318359375	0,041124755859375	0,6210143780361823
0,04968429687500001	0,057422568359375	0,6007267295834361
0,129418232421875	0,117867333984375	0,5805417739195491
0,23786509765625	0,2280123046875	0,5655046147088764
0,3427840234375	0,342353203125	0,5553452287580108
0,460761796875	0,4708989843750001	0,5450591907249945
0,580228203125	0,6114951562500001	0,5348620052629308
0,69775890625	0,719467421875	0,5247612800284795
0,777189921875	0,80870921875	0,5145789305860441
0,8429667968750001	0,873561484375	0,5043358720422959
0,88542296875	0,9133701562500001	0,4940521963717543
0,9277190625	0,9254632031250001	0,483747124363428
0,9417175000000001	0,9411525000000001	0,4734389667602695
0,9516946875000001	0,9521172656250001	0,4631450942166998
0,9571335937500001	0,9692417968750001	0,452881915630864
0,973339140625	0,9672580468750001	0,4426648643528697
0,9708370312500001	0,9802503125000001	0,4325083917276036
0,981757421875	0,9965883593750001	0,4224259674000981
0,98517609375	0,9828235937500001	0,4123000021851149
0,9757951562500001	0,970291171875	0,402154635615221
0,9682026562500001	0,9637597656250001	0,3920157641837015
0,9623996093750001	0,9466708593750001	0,3819046007249176
0,943793515625	0,9344559375000001	0,3718439498940105
0,9463848437500001	0,9308437500000001	0,3617451624004253
0,9265134375	0,9300622656250001	0,3516396670287695
0,9346261718750001	0,9214642187500001	0,3415568094031342
0,9097878906250001	0,9075338281250001	0,3314301782407724
0,9095458593750001	0,8991844531250001	0,3212961076664499
0,9085297656250001	0,9005443750000001	0,3111910750725784
0,9067833593750001	0,9101985156250001	0,3010649168390151
0,9312355468750001	0,9217909375000001	0,2909591301972337
0,9436341406250001	0,9448634375000001	0,2809117295345374
0,9746690625000001	0,95004640625	0,2708881175849294
0,9976692968750001	0,9938985156250001	0,2608640043798007
1,031703984375	1,040359140625	0,2508270853599885
1,0921365625	1,095494296875	0,2407735337845063
1,177484609375	1,176011015625	0,2307094998735324
1,280254140625	1,27357109375	0,2206475684181541
1,3866275	1,39278828125	0,2106080176363854
1,44100859375	1,4261765625	0,2005713912766865
1,2995928125	1,296856953125	0,19053534818041
0,9839056250000001	0,9761038281250001	0,1805123642507408
0,5795414062500001	0,5627884375000001	0,1704929752080883
0,29139431640625	0,29784705078125	0,1604571350349202
0,19599337890625	0,16754171875	0,1504143848525476
0,126692265625	0,13950287109375	0,1403730790284768
0,108316103515625	0,102586044921875	0,1303473082122169
0,06430810546875	0,06373415039062501	0,1203231176786349
0,0343087646484375	0,03157984375	0,1102841251761493
0,020022138671875	0,01815247192382812	0,1002514092785929
0,01565212036132813	0,01567140014648438	0,09021975434427415
0,0140789453125	0,01595050903320313	0,08018377819282134
0,01595904174804687	0,01544030883789063	
